,Title,Company,Pack,Link,Discounted Price,Orignal Price
1597,Alten,Medipak,Pack Size: 10s,https://dawaai.pk/medicine/alten-20429.html,43,43
1598,Ambozial,Ambrosia,Pack Size: 60ml,https://dawaai.pk/medicine/ambozial-20430.html,55,55
1599,Ambozial,Ambrosia,Pack Size: 10s,https://dawaai.pk/medicine/ambozial-1-20431.html,72,72
1600,Axalor,Axis,Pack Size: 10s,https://dawaai.pk/medicine/axalor-20434.html,72,72
1601,Atamal,Hisun,Pack Size: 2x8s,https://dawaai.pk/medicine/atamal-20541.html,0,0
1602,Atamal,Hisun,Pack Size: 2x8s,https://dawaai.pk/medicine/atamal-1-20542.html,0,0
1603,Artiblax L,Medicaids,Pack Size: 2 x 8s,https://dawaai.pk/medicine/artiblax-l-20564.html,0,0
1604,Artiblax L,Medicaids,Pack Size: 8s,https://dawaai.pk/medicine/artiblax-l-1-20565.html,0,0
1605,Anthex,Fozan,Pack Size: 30ml,https://dawaai.pk/medicine/anthex-20593.html,22,22
1606,Apaurin,Isis,Pack Size: 10x10,https://dawaai.pk/medicine/apaurin-20658.html,2,2
1607,Apolex,Mediceena,Pack Size: 1x20 's,https://dawaai.pk/medicine/apolex-20872.html,65,65
1608,Aptil,Pearl,Pack Size: 2x10 's,https://dawaai.pk/medicine/aptil-20873.html,50,50
1609,Acelar,SiTech,Pack Size: 2x10 's,https://dawaai.pk/medicine/acelar-20896.html,38,38
1610,Acelar,SiTech,Pack Size: 1x10 's,https://dawaai.pk/medicine/acelar-2-20898.html,25,25
1611,Amotac,Mass-PH Health,Pack Size: 2x10's,https://dawaai.pk/medicine/amotac-20900.html,31,31
1612,Aquasin,Siza,Pack Size: 1x100's,https://dawaai.pk/medicine/aquasin-1-23311.html,45,45
1613,Aldactazide,Searle,Pack Size: 25's,https://dawaai.pk/medicine/aldactazide-23353.html,52,52
1614,Arutox,Progressive,Pack Size: 10x10's,https://dawaai.pk/medicine/arutox-23677.html,9,9
1615,Akso-D,Akson,Pack Size: 120 ml,https://dawaai.pk/medicine/akso-d-23694.html,33,33
1616,Akso-D,Akson,Pack Size: 2x10's,https://dawaai.pk/medicine/akso-d-1-23695.html,28,28
1617,Arosal-F,Alliance,Pack Size: 20 sachet,https://dawaai.pk/medicine/arosal-f-23769.html,5,5
1618,Amnic,Jawa,Pack Size: 450ml,https://dawaai.pk/medicine/amnic-23875.html,34,34
1619,Amnic,Jawa,Pack Size: 60ml,https://dawaai.pk/medicine/amnic-1-23876.html,11,11
1620,Amadol Extra,Harmann,Pack Size: 10 x 10 's,https://dawaai.pk/medicine/amadol-extra-24103.html,10,10
1621,Aspirin Compd,Nawab sons,Pack Size: 10 x 10 's,https://dawaai.pk/medicine/aspirin-compd-24155.html,8,8
1622,Acepol,Hassan Pharma,Pack Size: 60mL,https://dawaai.pk/medicine/acepol-24173.html,12,12
1623,Acetofin,Epla,Pack Size: 20x10 's,https://dawaai.pk/medicine/acetofin-24174.html,5,5
1624,Amole,Libra,Pack Size: 60ml,https://dawaai.pk/medicine/amole-1-24178.html,28,28
1625,Amole,Libra,Pack Size: 60ml,https://dawaai.pk/medicine/amole-forte-24179.html,35,35
1626,Anapyrin,Specific,Pack Size: 20x10 's,https://dawaai.pk/medicine/anapyrin-1-24184.html,4,4
1627,Acef,English Pharma,Pack Size: 15ml,https://dawaai.pk/medicine/acef-2-24563.html,80,80
1628,Ag-clor,Saydon,Pack Size: 15ml,https://dawaai.pk/medicine/ag-clor-2-24572.html,98,98
1629,Abidox,Alliance,Pack Size: 60ml,https://dawaai.pk/medicine/abidox-1-24825.html,86,86
1630,Adoxil,Mega,Pack Size: 60ml,https://dawaai.pk/medicine/adoxil-1-24829.html,86,86
1631,avexil,Aventek,Pack Size: 60ml,https://dawaai.pk/medicine/avexil-2-24839.html,86,86
1632,Aricef,Aries,Pack Size: 1 Vial,https://dawaai.pk/medicine/aricef-1-25823.html,90,90
1633,Adwotex,Bloom Pharma,Pack Size: 1 Vial,https://dawaai.pk/medicine/adwotex-1-26056.html,60,60
1634,Afran,Gillman,Pack Size: 1 Vial,https://dawaai.pk/medicine/afran-1-26059.html,60,60
1635,Albaxim,Albro,Pack Size: 1 Vial,https://dawaai.pk/medicine/albaxim-1-26062.html,60,60
1636,Algixim,Epharm,Pack Size: 1 Vial,https://dawaai.pk/medicine/algixim-1-26065.html,50,50
1637,Algixim,Epharm,Pack Size: 1 Vial,https://dawaai.pk/medicine/algixim-2-26066.html,85,85
1638,Avetek,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/avetek-1-26068.html,60,60
1639,Awabrod,Usawa,Pack Size: 1 Vial,https://dawaai.pk/medicine/awabrod-1-26071.html,60,60
1640,Avetaz,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/avetaz-1-26534.html,100,100
1641,Agrocef,Agror,Pack Size: 1 Vial,https://dawaai.pk/medicine/agrocef-26796.html,100,100
1642,Armasure,Medisure,Pack Size: 1 Vial,https://dawaai.pk/medicine/armasure-1-26837.html,70,70
1643,Avetron,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/avetron-4-26857.html,75,75
1644,Al-Oxime,Macquins,Pack Size: 1 Vial,https://dawaai.pk/medicine/al-oxime-1-27819.html,50,50
1645,Al-Oxime,Macquins,Pack Size: 1 Vial,https://dawaai.pk/medicine/al-oxime-2-27820.html,100,100
1646,Alfur,Albro,Pack Size: 1 Vial,https://dawaai.pk/medicine/alfur-27821.html,28,28
1647,Alfur,Albro,Pack Size: 1 Vial,https://dawaai.pk/medicine/alfur-1-27822.html,100,100
1648,Avefro,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/avefro-27824.html,28,28
1649,Avefro,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/avefro-2-27826.html,100,100
1650,Abirex,Alliance,Pack Size: 12's,https://dawaai.pk/medicine/abirex-27965.html,70,70
1651,Abirex,Alliance,Pack Size: 60ml,https://dawaai.pk/medicine/abirex-2-27967.html,57,57
1652,Abirex,Alliance,Pack Size: 60ml,https://dawaai.pk/medicine/abirex-3-27968.html,89,89
1653,Ag-Cin,Saydon,Pack Size: 2x6's,https://dawaai.pk/medicine/ag-cin-27969.html,36,36
1654,Ag-Cin,Saydon,Pack Size: 10ml,https://dawaai.pk/medicine/ag-cin-2-27971.html,57,57
1655,Ag-Cin,Saydon,Pack Size: 60ml,https://dawaai.pk/medicine/ag-cin-3-27972.html,51,51
1656,Ag-Cin,Saydon,Pack Size: 60ml,https://dawaai.pk/medicine/ag-cin-4-27973.html,89,89
1657,Azene 20mg,Raazee,Pack Size: 14,https://dawaai.pk/medicine/azene-20mg-28186.html,42,42
1658,Al-Zolin,Macquins,Pack Size: 1 Vial,https://dawaai.pk/medicine/al-zolin-1-32442.html,50,50
1659,Arzolin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/arzolin-32443.html,100,100
1660,Arzolin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/arzolin-1-32444.html,40,40
1661,Arzolin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/arzolin-2-32445.html,60,60
1662,Abidine,Alliance,Pack Size: 12's,https://dawaai.pk/medicine/abidine-32517.html,100,100
1663,Abidine,Alliance,Pack Size: 60ml,https://dawaai.pk/medicine/abidine-2-32519.html,70,70
1664,Ada Cef,Adamjee Pharmaceuticals,Pack Size: 3x4's,https://dawaai.pk/medicine/ada-cef-32521.html,33,33
1665,Ada Cef,Adamjee Pharmaceuticals,Pack Size: 60ml,https://dawaai.pk/medicine/ada-cef-2-32523.html,65,65
1666,Ada Cef,Adamjee Pharmaceuticals,Pack Size: 60ml,https://dawaai.pk/medicine/ada-cef-3-32524.html,100,100
1667,Aficef,Sayyed,Pack Size: 12's,https://dawaai.pk/medicine/aficef-32525.html,100,100
1668,Ag-Ceph,Saydon,Pack Size: 1 Vial,https://dawaai.pk/medicine/ag-ceph-2-32529.html,79,79
1669,Ag-Ceph,Saydon,Pack Size: 1 Vial,https://dawaai.pk/medicine/ag-ceph-3-32530.html,36,36
1670,Ag-Ceph,Saydon,Pack Size: 1 Vial,https://dawaai.pk/medicine/ag-ceph-4-32531.html,47,47
1671,Ag-Ceph,Saydon,Pack Size: 60ml,https://dawaai.pk/medicine/ag-ceph-5-32532.html,84,84
1672,Aksosef,Akson,Pack Size: 2x6's,https://dawaai.pk/medicine/aksosef-32534.html,50,50
1673,Aksosef,Akson,Pack Size: 1 Vial,https://dawaai.pk/medicine/aksosef-2-32536.html,73,73
1674,Aksosef,Akson,Pack Size: 1 Vial,https://dawaai.pk/medicine/aksosef-3-32537.html,30,30
1675,Aksosef,Akson,Pack Size: 1 Vial,https://dawaai.pk/medicine/aksosef-4-32538.html,39,39
1676,Aksosef,Akson,Pack Size: 60ml,https://dawaai.pk/medicine/aksosef-5-32539.html,70,70
1677,Alosef,Aventek,Pack Size: 12's,https://dawaai.pk/medicine/alosef-32541.html,100,100
1678,Alosef,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/alosef-2-32543.html,70,70
1679,Alosef,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/alosef-3-32544.html,30,30
1680,Alosef,Aventek,Pack Size: 1 Vial,https://dawaai.pk/medicine/alosef-4-32545.html,39,39
1681,Alosef,Aventek,Pack Size: 60ml,https://dawaai.pk/medicine/alosef-5-32546.html,59,59
1682,Alosef,Aventek,Pack Size: 60ml,https://dawaai.pk/medicine/alosef-6-32547.html,100,100
1683,Anasef,Mass-PH Health,Pack Size: 1 Vial,https://dawaai.pk/medicine/anasef-4-32552.html,73,73
1684,Anasef,Mass-PH Health,Pack Size: 1 Vial,https://dawaai.pk/medicine/anasef-5-32553.html,32,32
1685,Anasef,Mass-PH Health,Pack Size: 1 Vial,https://dawaai.pk/medicine/anasef-6-32554.html,43,43
1686,Anasef,Mass-PH Health,Pack Size: 60ml,https://dawaai.pk/medicine/anasef-7-32555.html,66,66
1687,Antimic,Danas,Pack Size: 2x6's,https://dawaai.pk/medicine/antimic-32557.html,46,46
1688,Antimic,Danas,Pack Size: 60ml,https://dawaai.pk/medicine/antimic-2-32559.html,59,59
1689,Antimic,Danas,Pack Size: 60ml,https://dawaai.pk/medicine/antimic-3-32560.html,100,100
1690,Araxin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/araxin-32561.html,73,73
1691,Araxin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/araxin-1-32562.html,30,30
1692,Araxin,Ardin,Pack Size: 1 Vial,https://dawaai.pk/medicine/araxin-2-32563.html,39,39
1693,Avadine,Pharmacare,Pack Size: 12's,https://dawaai.pk/medicine/avadine-32564.html,84,84
1694,Avadine,Pharmacare,Pack Size: 60ml,https://dawaai.pk/medicine/avadine-2-32566.html,70,70
1695,Acefen,Semos,Pack Size: 10's,https://dawaai.pk/medicine/acefen-33883.html,250,250
1696,Acenim,Nimrall,Pack Size: 10's,https://dawaai.pk/medicine/acenim-1-33893.html,75,75
1697,Aclofen,Alliance,Pack Size: 10's,https://dawaai.pk/medicine/aclofen-33895.html,35,35
1698,Afenac,Danas,Pack Size: 10's,https://dawaai.pk/medicine/afenac-33896.html,75,75
1699,Alwel,Wns Field,Pack Size: 10's,https://dawaai.pk/medicine/alwel-33901.html,40,40
1700,Alwel,Wns Field,Pack Size: 2x10's,https://dawaai.pk/medicine/alwel-1-33902.html,33,33
1701,Artocel,Honig,Pack Size: 10's,https://dawaai.pk/medicine/artocel-33915.html,60,60
1702,Aclonac,Synchro,Pack Size: 20's,https://dawaai.pk/medicine/aclonac-34039.html,60,60
1703,Alfakalium,Alfalah Pharma,Pack Size: 20's,https://dawaai.pk/medicine/alfakalium-34040.html,60,60
1704,Anaran-K,Sharex,Pack Size: 2x10's,https://dawaai.pk/medicine/anaran-k-34041.html,30,30
1705,Andic-K,Nova Med,Pack Size: 2x10's,https://dawaai.pk/medicine/andic-k-34042.html,45,45
1706,Antiflam,Wilshire,Pack Size: 2x10's,https://dawaai.pk/medicine/antiflam-34044.html,50,50
1707,Ariflam,Aries,Pack Size: 20's,https://dawaai.pk/medicine/ariflam-34050.html,60,60
1708,Ariflam,Aries,Pack Size: 2x10's,https://dawaai.pk/medicine/ariflam-1-34051.html,45,45
1709,Arthopot,Mediceena,Pack Size: 20's,https://dawaai.pk/medicine/arthopot-34054.html,90,90
1710,Artecid Plus,Bio Labs,Pack Size: 5 Ampx2ml,https://dawaai.pk/medicine/artecid-plus-34262.html,14,14
1711,Accred,Albro,Pack Size: 2x10's,https://dawaai.pk/medicine/accred-1-34323.html,38,38
1712,Aksofenac,Akson,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/aksofenac-34324.html,13,13
1713,Aksofenac,Akson,Pack Size: 2x10's,https://dawaai.pk/medicine/aksofenac-1-34325.html,39,39
1714,Aleve,Aries,Pack Size: 2x10's,https://dawaai.pk/medicine/aleve-34326.html,30,30
1715,Alfafenac,Alfalah Pharma,Pack Size: 2x10's,https://dawaai.pk/medicine/alfafenac-1-34328.html,30,30
1716,Alfafenac,Alfalah Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/alfafenac-2-34329.html,23,23
1717,Amdik,Amros,Pack Size: 2x10's,https://dawaai.pk/medicine/amdik-34330.html,30,30
1718,Ame-Fenac,Ameer Pharma,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/ame-fenac-34331.html,2,2
1719,Amfac,Ambrosia,Pack Size: 3x10's,https://dawaai.pk/medicine/amfac-34332.html,30,30
1720,Anac,Rasco,Pack Size: 30's,https://dawaai.pk/medicine/anac-34333.html,0,0
1721,Anac,Rasco,Pack Size: 2x10's,https://dawaai.pk/medicine/anac-1-34334.html,30,30
1722,Anaren,Sharex,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/anaren-1-34336.html,9,9
1723,Anaren,Sharex,Pack Size: 2x10's,https://dawaai.pk/medicine/anaren-3-34338.html,21,21
1724,Araam,Alliance,Pack Size: 2x10's,https://dawaai.pk/medicine/araam-34341.html,0,0
1725,Araam,Alliance,Pack Size: 50x10's,https://dawaai.pk/medicine/araam-1-34342.html,0,0
1726,Araam,Alliance,Pack Size: 16's,https://dawaai.pk/medicine/araam-2-34343.html,0,0
1727,Araam,Alliance,Pack Size: 3x10's,https://dawaai.pk/medicine/araam-3-34344.html,0,0
1728,Ardfenac,Ardin,Pack Size: 2x10's,https://dawaai.pk/medicine/ardfenac-3-34348.html,33,33
1729,Ardi,English Pharma,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/ardi-34349.html,13,13
1730,Artecid,Bio Labs,Pack Size: 20's,https://dawaai.pk/medicine/artecid-34353.html,60,60
1731,Artecid,Bio Labs,Pack Size: 5 Ampx3ml,https://dawaai.pk/medicine/artecid-1-34354.html,13,13
1732,Arthonil,Batala Pharma,Pack Size: 2x10's,https://dawaai.pk/medicine/arthonil-34355.html,30,30
1733,Arthosure,Medisure,Pack Size: 2x10's,https://dawaai.pk/medicine/arthosure-34357.html,30,30
1734,Arthron,Icon,Pack Size: 2x10's,https://dawaai.pk/medicine/arthron-34358.html,32,32
1735,Artonec,Biogenics,Pack Size: 2x10's,https://dawaai.pk/medicine/artonec-34361.html,68,68
1736,Artonec,Biogenics,Pack Size: 1x10's,https://dawaai.pk/medicine/artonec-1-34362.html,79,79
1737,Atcora,Caylex,Pack Size: 2x10's,https://dawaai.pk/medicine/atcora-34363.html,37,37
1738,Atcora,Caylex,Pack Size: 2x10's,https://dawaai.pk/medicine/atcora-1-34364.html,45,45
1739,Axflam,Alina,Pack Size: 2x10's,https://dawaai.pk/medicine/axflam-1-34366.html,46,46
1740,Axflam,Alina,Pack Size: 10's,https://dawaai.pk/medicine/axflam-2-34367.html,86,86
1741,Axifen,Axis,Pack Size: 20's,https://dawaai.pk/medicine/axifen-1-34369.html,60,60
1742,Askosaid,Ideal,Pack Size: 10's,https://dawaai.pk/medicine/askosaid-2-34854.html,55,55
1743,Arth,Nimrall,Pack Size: 10's,https://dawaai.pk/medicine/arth-35129.html,70,70
1744,Ambrofen,Jawa,Pack Size: 400ml,https://dawaai.pk/medicine/ambrofen-35162.html,80,80
1745,Amofen,Ameer Pharma,Pack Size: 90ml,https://dawaai.pk/medicine/amofen-35168.html,18,18
1746,Artijesic,Medisearch,Pack Size: 90ml,https://dawaai.pk/medicine/artijesic-1-35170.html,36,36
1747,Azofin,Al Kemy,Pack Size: 450ml,https://dawaai.pk/medicine/azofin-35173.html,60,60
1748,Azofin,Al Kemy,Pack Size: 90ml,https://dawaai.pk/medicine/azofin-1-35174.html,30,30
1749,Abidacam,Z-jans,Pack Size: 10's,https://dawaai.pk/medicine/abidacam-35582.html,96,96
1750,Abidacam,Z-jans,Pack Size: 10's,https://dawaai.pk/medicine/abidacam-1-35583.html,55,55
1751,Aponip,Inno Pharma,Pack Size: 10's,https://dawaai.pk/medicine/aponip-1-35585.html,94,94
1752,Armex,Qintar Pharma,Pack Size: 10's,https://dawaai.pk/medicine/armex-35586.html,93,93
1753,Armex,Qintar Pharma,Pack Size: 10's,https://dawaai.pk/medicine/armex-1-35587.html,56,56
1754,Artex,Pharmadic,Pack Size: 10's,https://dawaai.pk/medicine/artex-35588.html,68,68
1755,Articam,Stand Pharm,Pack Size: 10's,https://dawaai.pk/medicine/articam-1-35591.html,79,79
1756,Abxicam,Innvotek,Pack Size: 10's,https://dawaai.pk/medicine/abxicam-35972.html,74,74
1757,Aksocam,Akson,Pack Size: 5 Ampx1ml,https://dawaai.pk/medicine/aksocam-1-35974.html,15,15
1758,Anarom,Caylex,Pack Size: 10's,https://dawaai.pk/medicine/anarom-35975.html,48,48
1759,Anarom,Caylex,Pack Size: 10's,https://dawaai.pk/medicine/anarom-2-35977.html,80,80
1760,Amdoxine,Amson,Pack Size: 2x10's,https://dawaai.pk/medicine/amdoxin-50mg-37249.html,38,38
1761,Actifed P,GSK Consumer Healthcare,Pack Size: 90ml,https://dawaai.pk/medicine/actifed-p-38018.html,114,114
1762,Acicon,Barrett,Pack Size: 60ml,https://dawaai.pk/medicine/acicon-39951.html,87,87
1763,Angilingual,Zafa,Pack Size: 13,https://dawaai.pk/medicine/angilingual-40002.html,36,36
1764,Angiocard SR,Biogenics,Pack Size: 3x10's,https://dawaai.pk/medicine/angiocard-sr-1-40004.html,1,1
1765,Anginil,Noa Hemis,Pack Size: 77,https://dawaai.pk/medicine/anginil-40058.html,1,1
1766,Anginil,Noa Hemis,Pack Size: 123,https://dawaai.pk/medicine/anginil-1-40059.html,1,1
1767,Acetamol,Legacy,Pack Size: 60 ml,https://dawaai.pk/medicine/acetamol-2-40428.html,15,15
1768,Amole,Libra,Pack Size: 15ml,https://dawaai.pk/medicine/amole-7-40433.html,25,25
1769,Asmacaine,E-Lite,Pack Size: 10 ampx2 ml,https://dawaai.pk/medicine/asmacaine-4-40441.html,100,100
1770,Axamol extra,Axis,Pack Size: 10 x 10's,https://dawaai.pk/medicine/axamol-extra-1-40850.html,10,10
1771,Aspirin,Nawab sons,Pack Size: 10x10's,https://dawaai.pk/medicine/aspirin-22-40896.html,8,8
1772,Aminophylline,Munawar Pharma,Pack Size: 1000's,https://dawaai.pk/medicine/aminophylline-2-42704.html,92,92
1773,Amphyll,GlaxoSmithKline,Pack Size: 5 ampx10 ml,https://dawaai.pk/medicine/amphyll-42707.html,85,85
1774,Aerolin,Ankaz,Pack Size: 120 ml,https://dawaai.pk/medicine/aerolin-43040.html,52,52
1775,Aerolin,Ankaz,Pack Size: 450 ml,https://dawaai.pk/medicine/aerolin-1-43041.html,79,79
1776,Aerolin,Ankaz,Pack Size: 60 ml,https://dawaai.pk/medicine/aerolin-2-43042.html,29,29
1777,Aerolin,Ankaz,Pack Size: 20's,https://dawaai.pk/medicine/aerolin-4-43044.html,14,14
1778,Aerolin,Ankaz,Pack Size: 20's,https://dawaai.pk/medicine/aerolin-6-43046.html,18,18
1779,Airin,Legacy,Pack Size: 60 ml,https://dawaai.pk/medicine/airin-43047.html,23,23
1780,Asalkar,Davis Pharma,Pack Size: 60 ml,https://dawaai.pk/medicine/asalkar-43048.html,19,19
1781,Asalkar,Davis Pharma,Pack Size: 5x10's,https://dawaai.pk/medicine/asalkar-1-43049.html,7,7
1782,Asalkar,Davis Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/asalkar-2-43050.html,8,8
1783,Astamol,Siza,Pack Size: 1x200's,https://dawaai.pk/medicine/astamol-1-43052.html,80,80
1784,Asthamol,Epoch,Pack Size: 120 ml,https://dawaai.pk/medicine/asthamol-43053.html,45,45
1785,Asthamol,Epoch,Pack Size: 450 ml,https://dawaai.pk/medicine/asthamol-1-43054.html,31,31
1786,Asthamol,Epoch,Pack Size: 60 ml,https://dawaai.pk/medicine/asthamol-2-43055.html,23,23
1787,Asthamol,Epoch,Pack Size: 10x10's,https://dawaai.pk/medicine/asthamol-3-43056.html,9,9
1788,Asthamol,Epoch,Pack Size: 2x10's,https://dawaai.pk/medicine/asthamol-5-43058.html,9,9
1789,Asthamol,Epoch,Pack Size: 2x10's,https://dawaai.pk/medicine/asthamol-8-43061.html,24,24
1790,Asthasim,Simz,Pack Size: 60 ml,https://dawaai.pk/medicine/asthasim-43062.html,23,23
1791,Asmanyl,Mediceena,Pack Size: 60 ml,https://dawaai.pk/medicine/asmanyl-43159.html,23,23
1792,Acefyl,Nabi Qasim,Pack Size: 90ml,https://dawaai.pk/medicine/acefyl-44822.html,64,64
1793,Avomine,Sanofi,Pack Size: 5x20's,https://dawaai.pk/medicine/avomine-45015.html,58,58
1794,Becefol,Abbott Laboratories,Pack Size: 1,https://dawaai.pk/medicine/becefol--293.html,171,191
1795,Biflor,Hilton,Pack Size: 1x10's Sachet,https://dawaai.pk/medicine/biflor-sachet-346.html,70,78
1796,Boncal Plus,Sigma Pharma,Pack Size: 30's,https://dawaai.pk/medicine/boncal-plus-396.html,711,790
1797,Betnovate N Ointment,GlaxoSmithKline,Pack Size: 20gm,https://dawaai.pk/medicine/betnovate-ointment-397.html,111,123
1798,Bevidox,Abbott Laboratories,Pack Size: 60,https://dawaai.pk/medicine/bevidox-618.html,220,244
1799,Betnovate N 60ml,GlaxoSmithKline,Pack Size: 60ml,https://dawaai.pk/medicine/betnovate-n-60ml-726.html,256,285
1800,Bosmon,Hilton,Pack Size: 14,https://dawaai.pk/medicine/bosmon-625mg-1048.html,837,930
1801,Bon-One,Martin Dow,Pack Size: 10x10's,https://dawaai.pk/medicine/bon-one-05mcg-1108.html,297,330
1802,Blephamide Sop Opthalmic Ointment,Barrett,Pack Size: 1,https://dawaai.pk/medicine/blephamide-sop-opthalmic-ointment-1412.html,190,211
1803,Betnesol,GlaxoSmithKline,Pack Size: 100,https://dawaai.pk/medicine/betnesol-tablets-1549.html,23,26
1804,Blephamide Liquid,Barrett,Pack Size: 1,https://dawaai.pk/medicine/blephamide-liquid-1572.html,104,116
1805,Bonnisan,Highnoon,Pack Size: 120ml,https://dawaai.pk/medicine/bonnisan-1614.html,621,690
1806,Blink Fresh,Sante,Pack Size: 1,https://dawaai.pk/medicine/blink-fresh-1627.html,108,120
1807,Busron 5mg,S.J. & G.,Pack Size: 30s,https://dawaai.pk/medicine/busron-5mg-1962.html,150,167
1808,Betasalic Lotion,Atco,Pack Size: 20ml,https://dawaai.pk/medicine/betasalic-ointment-15gm-5321.html,109,122
1809,Betnelan 0.5mg,GlaxoSmithKline,Pack Size: 500,https://dawaai.pk/medicine/betnelan-05mg-5322.html,30,34
1810,Betnovate Lotion 60ml,GlaxoSmithKline,Pack Size: 60ml,https://dawaai.pk/medicine/betnovate-lotion-60ml-5326.html,280,311
1811,Blokium,Highnoon,Pack Size: 20's,https://dawaai.pk/medicine/blokium-100mg-5328.html,142,158
1812,Blokium,Highnoon,Pack Size: 3x10's,https://dawaai.pk/medicine/blokium-25mg-5329.html,47,52
1813,Blokium,Highnoon,Pack Size: 3x10's,https://dawaai.pk/medicine/blokium-50mg-5330.html,91,102
1814,Blokium DIU,Highnoon,Pack Size: 2x10's,https://dawaai.pk/medicine/blokium-diu-100mg-25mg-5331.html,117,130
1815,Byscard,Searle,Pack Size: 1x14's,https://dawaai.pk/medicine/byscard-10mg-5337.html,398,442
1816,Baycuten N,Bayer,Pack Size: 15g,https://dawaai.pk/medicine/baycuten-n-dexametclotrimazole-15-g-cream-5619.html,98,109
1817,Britanyl,Barrett,Pack Size: 10x10's,https://dawaai.pk/medicine/britanylterbutaline-sulphate-25-mg-tablet-5710.html,27,30
1818,Barilol 5mg,Barrett,Pack Size: 20,https://dawaai.pk/medicine/barilol-5mg-8146.html,95,105
1819,BEASY 10mg,Bosch,Pack Size: 14s,https://dawaai.pk/medicine/beasy-10mg-tab-14s-9223.html,338,375
1820,Beasy 4MG,Bosch,Pack Size: 14's,https://dawaai.pk/medicine/beasy-4mg-tab-9224.html,186,207
1821,Beasy 5MG,Bosch,Pack Size: 14,https://dawaai.pk/medicine/beasy-5mg-tab-9225.html,216,240
1822,Blokium DIU,Highnoon,Pack Size: 2x10's,https://dawaai.pk/medicine/blokium-diu-50-tab-20s-9238.html,108,120
1823,Biscot,Scotman,Pack Size: 1x14's,https://dawaai.pk/medicine/biscot-2-10849.html,140,156
1824,Betaloc Zok,Barrett,Pack Size: 3 x 10s,https://dawaai.pk/medicine/betaloc-zok-1-10911.html,306,340
1825,Byscard,Searle,Pack Size: 1x14's,https://dawaai.pk/medicine/byscard-2-10927.html,156,173
1826,Byscard,Searle,Pack Size: 1x14's,https://dawaai.pk/medicine/byscard-3-10928.html,254,282
